Column	Column2
2586	N/A
2175	N/A
2484	N/A
2485	N/A
2693	N/A
2590	N/A
2181	N/A
2697	N/A
2698	Maria Leonor Castro
2596	N/A
2495	N/A
2600	N/A
2187	N/A
2189	N/A
2607	N/A
2819	N/A
2820	João Pascoal
2821	N/A
2710	N/A
2824	N/A
2825	N/A
2826	N/A
2827	N/A
2828	N/A
2717	N/A
2718	N/A
2919	N/A
2920	N/A
2722	N/A
2723	N/A
2838	N/A
2200	N/A
2119	N/A
2121	N/A
2217	N/A
2123	N/A
2124	N/A
2219	N/A
2220	N/A
2127	N/A
2511	N/A
2128	Miguel Almeida
2513	N/A
2514	N/A
2515	N/A
2516	N/A
2613	N/A
2423	N/A
2521	N/A
2135	N/A
2522	Catarina Marcelino
2427	N/A
2230	João Portugal
2524	José Pereira da Silva
2525	N/A
2232	N/A
2233	N/A
2430	N/A
2627	N/A
2628	N/A
2629	N/A
2630	Maria de Lurdes Rodrigues
2631	N/A
2632	N/A
2435	Maria da Conceição Nogueira
2436	N/A
2635	N/A
2438	N/A
2244	N/A
2638	N/A
2441	N/A
2246	N/A
2247	N/A
2248	N/A
2445	N/A
2446	N/A
2447	N/A
2448	N/A
2449	N/A
2546	N/A
2648	N/A
2649	N/A
2650	N/A
2651	N/A
2157	N/A
2553	N/A
2555	N/A
2657	N/A
2659	N/A
2660	N/A
2661	N/A
2662	N/A
2663	N/A
2664	N/A
2463	N/A
2665	Jorge Paulo Oliveira
2162	N/A
2466	N/A
2467	N/A
2468	N/A
2670	N/A
2671	N/A
2672	N/A
2673	N/A
2573	N/A
2574	N/A
2167	Abel Baptista
2679	N/A
2268	Marcos Sá
2169	Paula Barros
2580	N/A
2270	Vasco Franco
2171	N/A
2478	N/A
2687	N/A
2688	N/A
2588	N/A
2176	N/A
2275	N/A
2178	N/A
2589	N/A
2695	N/A
2182	N/A
2280	N/A
2699	N/A
2700	N/A
2312	N/A
2313	N/A
2314	N/A
2316	N/A
2221	N/A
2318	Isabel Sande e Castro
2222	N/A
2321	N/A
2322	N/A
2324	N/A
2226	N/A
2132	Idália Moniz
2614	N/A
2615	N/A
2134	N/A
2328	N/A
2229	N/A
2523	N/A
2621	N/A
2140	N/A
2626	N/A
2235	N/A
2142	N/A
2144	N/A
2633	N/A
2534	N/A
2536	N/A
2349	N/A
2639	N/A
2640	N/A
2150	N/A
2541	N/A
2151	N/A
2644	N/A
2153	N/A
2251	N/A
2360	N/A
2155	Luís Gonelha
2362	N/A
2253	Hugo Nunes
2364	N/A
2653	N/A
2365	N/A
2159	N/A
2369	N/A
2370	N/A
2371	N/A
2372	N/A
2373	N/A
2161	N/A
2261	N/A
2666	N/A
2566	N/A
2668	N/A
2569	N/A
2570	N/A
2383	N/A
2386	N/A
2267	N/A
2168	N/A
2578	N/A
2389	Tiago Vasconcelos
2390	Cláudia Sousa Babo
2583	N/A
2584	N/A
2585	N/A
2272	N/A
2587	N/A
2690	N/A
2177	N/A
2692	N/A
2276	N/A
2694	N/A
2402	N/A
2278	N/A
2279	N/A
2594	N/A
2595	N/A
2281	N/A
2597	N/A
2598	N/A
2185	N/A
2601	N/A
2705	N/A
2813	N/A
2287	N/A
2289	N/A
2190	N/A
2291	N/A
2608	N/A
2609	N/A
2317	N/A
2414	N/A
2415	N/A
2416	N/A
2610	N/A
2225	Hortense Martins
2131	N/A
2325	N/A
2422	N/A
2326	N/A
2616	N/A
2228	N/A
2426	N/A
2620	N/A
2231	Rui Crisóstomo
2623	N/A
2625	N/A
2339	N/A
2340	N/A
2341	N/A
2434	N/A
2240	N/A
2241	N/A
2242	N/A
2243	N/A
2637	N/A
2148	N/A
2149	N/A
2352	N/A
2641	Paulo Cavaleiro
2642	N/A
2249	N/A
2356	N/A
2357	N/A
2358	N/A
2647	N/A
2252	N/A
2452	N/A
2453	N/A
2454	N/A
2455	N/A
2654	N/A
2655	N/A
2158	N/A
2457	N/A
2368	N/A
2259	N/A
2459	N/A
2460	N/A
2461	N/A
2462	N/A
2260	Odete João
2464	N/A
2465	N/A
2667	N/A
2164	N/A
2263	Ana Paula Vitorino
2381	N/A
2166	N/A
2471	N/A
2265	Ana Couto
2675	N/A
2266	João Serrano
2677	N/A
2678	N/A
2388	N/A
2680	N/A
2269	N/A
2682	N/A
2392	N/A
2393	N/A
2172	N/A
2271	N/A
2394	N/A
2395	N/A
2273	N/A
2483	N/A
2179	N/A
2488	N/A
2489	N/A
2490	N/A
2405	N/A
2406	N/A
2407	N/A
2408	N/A
2409	N/A
2703	N/A
2810	N/A
2285	N/A
2706	N/A
2188	N/A
2502	N/A
2816	N/A
2504	N/A
2818	N/A
2417	N/A
2130	N/A
2421	N/A
2227	Jorge Seguro Sanches
2520	N/A
2424	N/A
2425	N/A
2329	N/A
2330	N/A
2331	N/A
2332	N/A
2333	N/A
2334	N/A
2335	N/A
2234	João Oliveira
2431	N/A
2432	N/A
2237	N/A
2433	José Moura Soeiro
2239	N/A
2531	N/A
2145	N/A
2533	N/A
2437	N/A
2440	N/A
2537	Ana Isabel Ribeiro
2538	N/A
2539	N/A
2353	N/A
2354	N/A
2542	N/A
2543	N/A
2544	N/A
2545	N/A
2450	N/A
2547	N/A
2548	N/A
2156	Mariana Aiveca
2550	N/A
2254	N/A
2552	N/A
2256	N/A
2366	N/A
2257	Rita Miguel
2556	N/A
2557	N/A
2558	N/A
2559	N/A
2560	N/A
2561	N/A
2160	N/A
2563	N/A
2564	Maria da Conceição Soares
2377	N/A
2262	N/A
2567	Paulo Jorge Pimenta
2568	N/A
2469	N/A
2470	N/A
2571	N/A
2572	N/A
2384	N/A
2385	N/A
2472	N/A
2473	N/A
2474	N/A
2577	N/A
2476	N/A
2579	N/A
2170	N/A
2581	N/A
2582	N/A
2479	N/A
2173	N/A
2174	N/A
2482	N/A
2396	N/A
2397	N/A
2398	N/A
2400	N/A
2401	N/A
2591	N/A
2593	N/A
2492	N/A
2183	Paulo Barradas
2494	N/A
2184	Miguel Tiago
2283	N/A
2497	N/A
2811	N/A
2286	N/A
2500	N/A
2501	N/A
2288	N/A
2508	N/A
2509	N/A
2911	N/A
2912	N/A
2913	N/A
2914	N/A
2915	N/A
2916	N/A
2917	N/A
2918	N/A
2302	N/A
2198	N/A
2921	N/A
2836	N/A
2837	N/A
2306	N/A
2307	N/A
2308	N/A
2926	N/A
2927	N/A
2203	N/A
2842	N/A
2843	N/A
2844	N/A
2845	N/A
2935	N/A
2848	N/A
2937	N/A
2208	N/A
2851	N/A
2940	N/A
2941	N/A
2942	N/A
2852	N/A
2943	N/A
2944	N/A
2946	N/A
2947	N/A
2948	N/A
2949	N/A
2950	N/A
2951	N/A
2952	N/A
2953	N/A
2863	N/A
2756	N/A
2955	N/A
2866	N/A
2867	N/A
2868	N/A
2871	N/A
2872	N/A
2873	N/A
2963	N/A
2875	N/A
2876	N/A
2966	N/A
2878	N/A
2879	N/A
2880	N/A
2881	N/A
2882	N/A
2883	N/A
2972	N/A
2973	N/A
2974	N/A
2975	N/A
2886	N/A
2887	N/A
2888	N/A
2889	N/A
2980	N/A
2981	N/A
2982	N/A
2894	N/A
2895	N/A
2896	N/A
2985	N/A
2986	N/A
2987	N/A
2897	N/A
2989	N/A
2899	N/A
2991	N/A
2993	N/A
2904	N/A
2994	N/A
2995	N/A
2996	N/A
2997	N/A
2998	N/A
2999	N/A
3000	N/A
3001	N/A
2807	N/A
2808	N/A
2496	N/A
2284	N/A
2186	N/A
2499	N/A
2603	N/A
2604	N/A
2708	N/A
2606	N/A
2505	N/A
2506	N/A
2507	N/A
2192	Diana Andringa
2910	N/A
2711	N/A
2712	N/A
2713	N/A
2714	N/A
2715	N/A
2716	N/A
2196	N/A
2301	N/A
2719	N/A
2720	N/A
2721	N/A
2304	N/A
2922	N/A
2923	N/A
2924	N/A
2928	N/A
2929	N/A
2930	N/A
2931	N/A
2204	N/A
2933	N/A
2934	N/A
2734	N/A
2936	N/A
2207	N/A
2737	N/A
2738	N/A
2939	N/A
2743	N/A
2744	N/A
2745	N/A
2746	N/A
2747	N/A
2748	N/A
2749	N/A
2750	N/A
2751	N/A
2752	N/A
2753	N/A
2954	N/A
2755	N/A
2757	N/A
2956	N/A
2957	N/A
2958	N/A
2959	N/A
2960	N/A
2961	N/A
2962	N/A
2764	N/A
2765	N/A
2964	N/A
2965	N/A
2768	N/A
2967	N/A
2968	N/A
2969	N/A
2970	N/A
2971	N/A
2774	N/A
2775	N/A
2777	N/A
2976	N/A
2977	N/A
2978	N/A
2979	N/A
2782	Ana Avoila
2783	N/A
2784	N/A
2785	N/A
2983	N/A
2984	N/A
2788	N/A
2988	N/A
2792	N/A
2990	N/A
2794	N/A
2992	N/A
2796	N/A
2797	N/A
2798	N/A
2800	N/A
2801	N/A
2802	N/A
2817	N/A
2294	N/A
2193	N/A
2296	N/A
2194	Cecília Honório
2298	N/A
2195	Ricardo Rodrigues
2829	N/A
2830	N/A
2831	N/A
2197	N/A
2833	N/A
2834	N/A
2199	N/A
2305	N/A
2724	N/A
2725	N/A
2726	N/A
2309	N/A
2839	Rita Calvário
2202	N/A
2729	Bravo Nico
2730	N/A
2731	N/A
2732	N/A
2733	N/A
2205	N/A
2206	N/A
2735	N/A
2849	N/A
2850	N/A
2209	N/A
2740	N/A
2741	N/A
2742	N/A
2853	N/A
2854	N/A
2855	N/A
2856	N/A
2857	N/A
2858	N/A
2859	N/A
2860	N/A
2861	N/A
2862	N/A
2754	N/A
2864	N/A
2865	Rui Pedro Ribeiro
2758	N/A
2759	N/A
2760	N/A
2870	N/A
2761	N/A
2762	N/A
2763	N/A
2874	N/A
2766	N/A
2767	N/A
2877	N/A
2769	Álvaro Carneiro
2770	N/A
2771	N/A
2772	N/A
2773	N/A
2884	N/A
2776	N/A
2885	N/A
2778	N/A
2779	N/A
2780	N/A
2781	N/A
2890	N/A
2891	N/A
2892	N/A
2893	N/A
2786	N/A
2787	N/A
2789	N/A
2790	N/A
2791	N/A
2898	N/A
2793	N/A
2900	N/A
2795	N/A
2902	N/A
2903	N/A
2799	N/A
2905	N/A
2906	N/A
2907	N/A
2908	N/A
2909	N/A
2805	N/A
2806	N/A
2809	N/A
3004	N/A
3005	N/A
3006	N/A
3007	N/A
3008	N/A
3009	N/A
3010	N/A
3011	N/A
3012	N/A
3013	N/A
3014	N/A
3015	N/A
3016	N/A
3017	N/A
3018	N/A
3019	N/A
3020	N/A
3021	N/A
3022	N/A
3023	N/A
3024	N/A
3025	N/A
3026	N/A
3027	N/A
3028	N/A
3029	N/A
3030	N/A
3031	N/A
3032	N/A
3033	N/A
3034	N/A
3035	N/A
3036	N/A
3037	N/A
3038	N/A
3039	N/A
3040	N/A
3041	N/A
3042	N/A
3043	N/A
3044	N/A
3045	N/A
3046	N/A
3047	N/A
3048	N/A
3049	N/A
3050	N/A
3051	N/A
3052	N/A
3053	N/A
3054	N/A
3055	N/A
3056	N/A
3057	N/A
3058	N/A
3059	N/A
3060	N/A
3061	N/A
3062	N/A
3063	N/A
3064	N/A
3065	N/A
3066	N/A
3067	N/A
3068	N/A
3069	N/A
3070	N/A
3071	N/A
3072	N/A
3073	N/A
3074	N/A
3075	N/A
3076	N/A
3078	N/A
3079	N/A
3080	N/A
3081	N/A
3082	N/A
3083	N/A
3084	N/A
3085	N/A
3086	N/A
3087	N/A
3088	N/A
3089	N/A
3090	N/A
3091	N/A
3092	N/A
3093	N/A
3094	N/A
3095	N/A
3096	N/A
3097	N/A
3098	N/A
3099	N/A
3100	N/A
3101	N/A
3102	N/A
3201	N/A
3202	N/A
3205	N/A
3302	N/A
3304	N/A
3209	N/A
3210	N/A
3504	N/A
3213	N/A
3214	N/A
3508	N/A
3606	N/A
3218	N/A
3511	N/A
3609	N/A
3513	N/A
3514	N/A
3223	N/A
3610	N/A
3611	N/A
3518	N/A
3227	N/A
3228	N/A
3229	N/A
3327	N/A
3618	N/A
3620	N/A
3621	N/A
3622	N/A
3623	N/A
3427	N/A
3625	N/A
3336	N/A
3533	N/A
3431	N/A
3432	N/A
3433	N/A
3434	N/A
3633	N/A
3634	N/A
3635	N/A
3636	N/A
3637	N/A
3638	N/A
3639	N/A
3540	N/A
3253	N/A
3542	N/A
3255	N/A
3544	N/A
3545	N/A
3546	N/A
3547	N/A
3548	N/A
3549	N/A
3550	N/A
3453	N/A
3454	N/A
3360	N/A
3554	N/A
3267	N/A
3268	N/A
3557	N/A
3270	N/A
3659	N/A
3367	N/A
3463	N/A
3562	N/A
3465	N/A
3466	N/A
3467	N/A
3468	N/A
3377	N/A
3473	N/A
3474	N/A
3475	N/A
3674	N/A
3675	N/A
3574	N/A
3383	N/A
3384	N/A
3290	N/A
3386	N/A
3292	N/A
3293	N/A
3103	N/A
3104	N/A
3105	N/A
3106	N/A
3107	N/A
3301	N/A
3109	N/A
3303	N/A
3111	N/A
3305	N/A
3306	N/A
3307	N/A
3308	N/A
3309	N/A
3505	N/A
3603	N/A
3507	N/A
3313	N/A
3509	N/A
3608	N/A
3317	N/A
3318	N/A
3319	N/A
3515	N/A
3321	N/A
3322	N/A
3415	N/A
3416	N/A
3418	N/A
3523	N/A
3524	N/A
3525	N/A
3526	N/A
3424	N/A
3425	N/A
3334	N/A
3142	N/A
3626	N/A
3627	N/A
3628	N/A
3629	N/A
3340	N/A
3341	N/A
3632	N/A
3150	N/A
3151	N/A
3152	N/A
3153	N/A
3441	N/A
3541	N/A
3158	N/A
3543	N/A
3160	N/A
3162	N/A
3163	N/A
3355	N/A
3451	N/A
3167	N/A
3456	N/A
3655	N/A
3458	N/A
3657	N/A
3460	N/A
3461	N/A
3368	N/A
3370	N/A
3663	N/A
3372	N/A
3373	N/A
3567	N/A
3568	N/A
3569	N/A
3570	N/A
3571	N/A
3185	N/A
3380	N/A
3676	N/A
3191	N/A
3480	N/A
3581	N/A
3682	N/A
3389	N/A
3199	N/A
3685	N/A
3392	N/A
3204	N/A
3108	N/A
3206	N/A
3110	N/A
3501	N/A
3402	N/A
3403	N/A
3404	N/A
3405	N/A
3120	N/A
3408	N/A
3122	N/A
3123	N/A
3124	N/A
3125	N/A
3126	N/A
3411	N/A
3413	N/A
3414	N/A
3226	N/A
3131	N/A
3132	N/A
3133	N/A
3419	N/A
3420	N/A
3233	N/A
3234	N/A
3235	N/A
3429	N/A
3144	N/A
3145	N/A
3146	N/A
3630	N/A
3631	N/A
3437	N/A
3438	N/A
3439	N/A
3250	N/A
3251	N/A
3442	N/A
3443	N/A
3444	N/A
3445	N/A
3446	N/A
3257	N/A
3258	N/A
3259	N/A
3450	N/A
3261	N/A
3452	N/A
3263	N/A
3264	N/A
3265	N/A
3555	N/A
3556	N/A
3173	N/A
3558	N/A
3559	N/A
3561	N/A
3178	N/A
3563	N/A
3564	N/A
3565	N/A
3566	N/A
3469	N/A
3470	N/A
3471	N/A
3472	N/A
3572	N/A
3573	N/A
3189	N/A
3677	N/A
3678	N/A
3288	N/A
3483	N/A
3196	N/A
3683	N/A
3583	N/A
3490	N/A
3586	N/A
3493	N/A
3494	N/A
3495	N/A
3496	N/A
3903	N/A
3203	N/A
3113	N/A
3502	N/A
3115	N/A
3116	N/A
3117	N/A
3118	N/A
3604	N/A
3312	N/A
3121	N/A
3314	N/A
3315	N/A
3127	N/A
3128	N/A
3129	N/A
3612	N/A
3613	N/A
3614	N/A
3615	N/A
3616	N/A
3617	N/A
3135	N/A
3136	N/A
3137	N/A
3138	N/A
3530	N/A
3238	N/A
3532	N/A
3240	N/A
3241	N/A
3242	N/A
3243	N/A
3244	N/A
3149	N/A
3246	N/A
3248	N/A
3154	N/A
3155	N/A
3252	N/A
3157	N/A
3254	N/A
3159	N/A
3256	N/A
3161	N/A
3353	N/A
3354	N/A
3164	N/A
3165	N/A
3166	N/A
3551	N/A
3552	N/A
3361	N/A
3654	N/A
3363	N/A
3656	N/A
3365	N/A
3658	N/A
3176	N/A
3660	N/A
3273	N/A
3662	N/A
3275	N/A
3664	N/A
3665	N/A
3666	N/A
3667	N/A
3668	N/A
3669	N/A
3670	N/A
3671	N/A
3672	N/A
3673	N/A
3285	N/A
3381	N/A
3577	N/A
3193	N/A
3289	N/A
3580	N/A
3291	N/A
3582	N/A
3388	N/A
3294	N/A
3295	N/A
3296	N/A
3686	N/A
3687	N/A
3299	N/A
3689	N/A
3588	N/A
3691	N/A
3703	N/A
3704	N/A
3207	N/A
3112	N/A
3114	N/A
3211	N/A
3601	N/A
3311	N/A
3407	N/A
3605	N/A
3409	N/A
3607	N/A
3222	N/A
3320	N/A
3225	N/A
3323	N/A
3324	N/A
3325	N/A
3326	N/A
3134	N/A
3328	N/A
3421	N/A
3422	N/A
3423	N/A
3139	N/A
3333	N/A
3236	Defensor Moura
3237	N/A
3239	N/A
3430	N/A
3148	N/A
3245	N/A
3436	N/A
3342	N/A
3343	N/A
3344	N/A
3640	N/A
3641	N/A
3642	N/A
3643	N/A
3644	N/A
3645	N/A
3646	N/A
3647	N/A
3648	N/A
3649	N/A
3650	N/A
3651	N/A
3652	N/A
3653	N/A
3266	N/A
3171	N/A
3172	N/A
3269	N/A
3174	N/A
3175	N/A
3462	N/A
3177	N/A
3464	N/A
3179	N/A
3180	N/A
3181	N/A
3182	N/A
3374	N/A
3376	N/A
3183	N/A
3184	N/A
3476	N/A
3477	N/A
3478	N/A
3479	N/A
3382	N/A
3192	N/A
3482	N/A
3194	N/A
3195	N/A
3387	N/A
3486	N/A
3489	N/A
3391	N/A
3491	N/A
3688	N/A
3394	N/A
3690	N/A
3696	N/A
3708	N/A
3909	N/A
3710	N/A
3700	N/A
3805	N/A
3914	Vítor Fontes
3915	Óscar Gaspar
3401	N/A
3503	N/A
3212	N/A
3310	N/A
3410	N/A
3316	N/A
3512	N/A
3516	N/A
3517	N/A
3130	N/A
3519	N/A
3520	N/A
3521	N/A
3522	N/A
3230	N/A
3231	N/A
3232	N/A
3330	N/A
3331	N/A
3529	N/A
3141	N/A
3428	N/A
3337	N/A
3338	N/A
3339	N/A
3147	N/A
3534	N/A
3535	N/A
3536	N/A
3537	N/A
3538	N/A
3539	N/A
3345	N/A
3346	N/A
3347	N/A
3348	N/A
3349	N/A
3350	N/A
3351	N/A
3352	N/A
3448	N/A
3449	N/A
3260	N/A
3356	N/A
3262	N/A
3358	N/A
3359	N/A
3169	N/A
3455	N/A
3362	N/A
3457	N/A
3364	N/A
3459	N/A
3366	N/A
3271	N/A
3369	N/A
3371	N/A
3276	N/A
3277	N/A
3278	N/A
3279	N/A
3280	N/A
3281	N/A
3282	N/A
3283	N/A
3186	N/A
3378	N/A
3379	N/A
3284	N/A
3190	N/A
3286	N/A
3287	N/A
3481	N/A
3579	N/A
3385	N/A
3198	N/A
3488	N/A
3390	N/A
3584	N/A
3297	N/A
3200	N/A
3492	N/A
3300	N/A
3901	N/A
3902	N/A
3399	N/A
3905	N/A
3801	N/A
3591	N/A
3395	N/A
3397	N/A
3398	N/A
3693	N/A
3694	N/A
3695	N/A
3590	N/A
3907	Lisa Garcia
3908	Álvaro Silvano
3699	N/A
3910	Eugénia Amaral
3911	Lídia Dutra
3912	Cláudio Lopes
3596	N/A
3806	N/A
3807	N/A
3808	N/A
3810	N/A
3811	N/A
3916	Mariana Franco
3813	N/A
3816	N/A
3817	N/A
3821	N/A
3924	Leontina Novo
3823	N/A
3825	N/A
3926	Pedro Filipe Soares
3927	Catarina Gomes
3928	Nelson Peralta
3828	N/A
3930	Fernando Medina
3931	Conceição Casa Nova
3833	N/A
3933	Maria da Fé Carvalho
3934	João Ramos
3939	Hernâni Loureiro
3842	N/A
3843	N/A
3744	N/A
3845	N/A
3942	Francisca Almeida
3848	N/A
3943	Nuno Reis
3944	Teresa Fernandes
3750	N/A
3754	N/A
3855	N/A
3857	N/A
3858	N/A
3859	N/A
3950	Rui Barreira
3951	José Maria Cardoso
3952	Paula Cristina Nogueira
3953	Henrique Nunes
3864	N/A
3865	N/A
3866	N/A
3956	N/A
3957	José Ferreira Gomes
3868	N/A
3959	N/A
3960	N/A
3961	Maria Jorge Martins
3872	N/A
3873	N/A
3874	N/A
3965	Ana Rita Calmeiro
3966	Álvaro Reis Batista
3967	N/A
3968	N/A
3969	N/A
3970	N/A
3971	N/A
3972	N/A
3973	N/A
3974	N/A
3878	N/A
3879	N/A
3880	N/A
3881	N/A
3882	N/A
3883	N/A
3885	N/A
3984	N/A
3985	N/A
3888	N/A
3889	N/A
3890	N/A
3988	Sónia Martins
3989	Paulo Mota Pinto
3799	N/A
3499	N/A
3906	Maria Luísa Santos
3707	N/A
3594	N/A
3595	N/A
3713	N/A
3597	N/A
3598	N/A
3599	N/A
3600	N/A
3718	N/A
3719	N/A
3720	N/A
3917	Raúl Martins
3918	Maria Paula Cardoso
3721	N/A
3919	Amadeu Soares Albergaria
3920	Carla Rodrigues
3921	Dora Ramos
3820	N/A
3923	Ângelo Soares
3724	N/A
3925	José Pinheiro e Silva
3726	N/A
3727	N/A
3728	N/A
3729	N/A
3829	N/A
3731	N/A
3732	N/A
3733	N/A
3734	N/A
3735	N/A
3736	N/A
3737	N/A
3935	Hugo Pires
3936	Palmira da Costa
3738	N/A
3937	Frederico Castro
3938	Teresa Elsa Costa
3740	N/A
3940	Deolinda Pimenta
3941	Laurentino Regado
3743	N/A
3846	N/A
3745	N/A
3746	N/A
3747	N/A
3748	N/A
3749	N/A
3945	Pedro Rodrigues
3946	Zita Matos Gomes
3854	N/A
3947	Jorge Adélio da Costa
3755	N/A
3948	Maria Graça da Mota
3757	N/A
3758	N/A
3759	N/A
3760	N/A
3761	N/A
3762	N/A
3954	João Salgado Almeida
3955	Ana Duque Dias
3765	N/A
3766	N/A
3958	Maria Helena Gonçalves
3769	N/A
3770	N/A
3962	Artur Patuleia
3772	N/A
3963	Carlos Costa Neves
3964	Carlos São Martinho
3782	N/A
3783	N/A
3975	N/A
3976	N/A
3977	N/A
3978	N/A
3979	N/A
3980	N/A
3981	N/A
3790	N/A
3983	N/A
3792	N/A
3793	N/A
3986	Ana Jorge
3987	António Simões Cardoso
3796	N/A
3797	N/A
3990	Pedro Saraiva
3894	N/A
3993	Filpe Reis
3994	Ana Paula Sançana
3995	João Serpa Oliva
3996	Carlos Nunes Silva
3899	N/A
3393	N/A
3396	N/A
3702	N/A
3497	N/A
3498	N/A
3400	N/A
3500	N/A
3697	N/A
3698	N/A
3709	N/A
3802	N/A
3803	N/A
3804	N/A
3714	N/A
3715	N/A
3716	N/A
3812	N/A
3814	N/A
3815	N/A
3722	N/A
3818	N/A
3819	N/A
3723	N/A
3822	N/A
3725	N/A
3824	N/A
3826	N/A
3827	N/A
3730	N/A
3839	N/A
3830	N/A
3831	N/A
3832	N/A
3834	N/A
3835	N/A
3836	N/A
3837	N/A
3739	N/A
3841	N/A
3741	N/A
3742	N/A
3844	N/A
3847	N/A
3849	N/A
3850	N/A
3751	N/A
3752	N/A
3756	N/A
3860	N/A
3861	N/A
3862	N/A
3863	N/A
3763	N/A
3764	N/A
3867	N/A
3767	N/A
3768	N/A
3869	N/A
3870	N/A
3871	N/A
3771	N/A
3773	N/A
3774	N/A
3775	N/A
3776	N/A
3777	N/A
3778	N/A
3779	N/A
3780	N/A
3781	N/A
3875	N/A
3876	N/A
3877	N/A
3784	N/A
3785	N/A
3786	N/A
3787	N/A
3788	N/A
3789	N/A
3982	N/A
3884	N/A
3791	N/A
3886	N/A
3887	N/A
3794	N/A
3795	N/A
3891	N/A
3798	N/A
3800	N/A
3992	Madalena Carrito
3893	N/A
3895	N/A
3896	N/A
3897	N/A
3898	N/A
3900	N/A
3998	José Manuel Pureza
3999	Maria Helena Loureiro
4000	José João Lucas
4001	António Manuel Rodrigues
4002	N/A
4101	Francisco Silva Ramos
4102	Beatriz Gomes
4104	Rita Rato
4201	José Arieiro
4109	N/A
4208	Acácio Pinto
4116	N/A
4122	N/A
4215	Joaquim Seixas
4224	N/A
4134	Manuel Seabra
4226	Rita Fernandes
4136	Maria Conceição Loureiro
4233	N/A
4234	N/A
4235	N/A
4240	N/A
4243	N/A
4148	Luís Vales
4157	Michael Seufert
4261	N/A
4164	Maria Fátima Monteiro
4174	José Gusmão
4175	Bruno Carreira
4178	Liliana Barros de Sousa
4284	N/A
4187	Pedro Jesus Marques
4298	N/A
4299	N/A
4003	N/A
4004	N/A
4005	N/A
4006	Rui de Sá
4007	Sónia Ferro
4009	N/A
4010	José Miranda Correia
4202	José de Bianchi
4011	Isilda Gomes
4205	Isabel Sequeira
4212	Neuza Neves
4021	Maria Filomena Carrilho
4220	Luís Miguel França
4221	Vânia Jesus
4034	N/A
4037	N/A
4232	N/A
4241	N/A
4244	N/A
4050	Fernando Marques
4051	Maria Conceição Pereira
4052	Pedro Pimpão
4256	N/A
4059	Heitor Sousa
4060	José Saraiva Rodrigues
4262	N/A
4263	N/A
4264	N/A
4271	N/A
4272	N/A
4073	Jesuína Ribeiro
4280	N/A
4282	N/A
4083	Carla de Sousa
4290	N/A
4295	N/A
4296	N/A
4094	Maria Emília Felicíssimo
4096	Isabel Galriça Neto
4103	João Teiga Zilhão
4008	Josué Bacalhau
4105	Catarina Casanova
4107	Pedro Ventura
4108	N/A
4110	N/A
4118	N/A
4018	Artur Rêgo
4126	Luís Testa
4127	Maria Grilo
4028	Maria Helena Ferreira
4032	Hugo Miranda
4138	José Teixeira de Sousa
4039	N/A
4141	Paulo Ferraz
4142	Carlos Araújo
4044	N/A
4045	N/A
4145	Luís Menezes
4047	Alves Henriques
4053	José Leitão Silva
4054	Paula Pinto Alves
4156	Manuel Mirra
4158	Marília Elisabete Silva
4067	Rui Prudêncio
4167	Anabela Freitas
4069	Sérgio Paiva
4171	Ana Marta Mendes
4080	Ricardo Saldanha
4082	José Reis Santos
4183	N/A
4184	N/A
4086	António Leitão Amaro
4188	Sofia Cabral
4092	Odete Silva
4193	Maria das Mercês Borges
4106	Elsa Couchinho
4203	José Mimoso Cardoso
4012	Fernando Anastácio
4204	António Cabeleira
4111	N/A
4112	N/A
4113	N/A
4014	Antonieta Guerreiro
4015	Elidérico Viegas
4016	Maria João Caetano
4209	Elza Pais
4017	Fábio Bota
4211	Maria Helena Rebelo
4120	N/A
4125	N/A
4216	João Montenegro
4024	Maria Luísa Gonzalez
4025	João Carlos Brandão
4128	Miguel Monteiro
4219	Bernardo Trindade
4131	N/A
4132	Teixeira dos Santos
4030	Carlos Peixoto
4133	Isabel Oneto
4225	José Manuel Rodrigues
4033	N/A
4035	N/A
4036	N/A
4038	N/A
4139	Joel Azevedo
4040	N/A
4144	Luísa Roseira
4147	Carla Barros
4049	Vítor Vieira
4245	N/A
4150	Paulo José Correia
4151	N/A
4152	Fernando Cruz Macedo
4250	N/A
4251	N/A
4155	Rodrigo Lopes
4056	João Guerreiro
4254	N/A
4161	Catarina Martins
4064	Inês de Medeiros
4265	N/A
4166	João Galamba
4068	Teresa Damásio
4168	Maria da Assunção Duarte
4169	Carina Oliveira
4071	Pedro Jesus
4072	Tiago Bastos
4172	Filipe Lobo D' Ávila
4173	Maria Margarida Neto
4277	N/A
4279	N/A
4079	Augusto Salgueiro
4285	N/A
4287	N/A
4185	N/A
4013	Jorge Bacelar Gouveia
4206	Nataniel Araújo
4207	N/A
4210	José Rui Cruz
4019	Ester Castro Coelho
4213	Teresa Santos
4022	João Vasconcelos
4217	Manuel Castelo-Branco
4026	José Pereira Marques
4129	Cristóvão Crespo
4031	Ângela Guerra
4227	Fernando Colmenero Ferreira
4137	André Ferreira
4140	Lígia Eiras
4041	N/A
4042	N/A
4043	N/A
4237	N/A
4238	N/A
4239	N/A
4046	Odete Alves
4146	Margarida Almeida
4242	N/A
4149	Amélia Oliveira
4246	Maria do Rosário Relva
4248	N/A
4058	Domingos Carvalho
4258	N/A
4159	Manuel Pedro Costa
4061	Isabel Pinto
